label,"transform  {A:7.320508075688773, B:12.679491924311227}",angle,transform[0].x,transform[0].y,transform[1].x,transform[1].y,transform[2].x,transform[2].y
"Psi","((-22.5)*A + (-11.0)*B*√3)-((9.0)*B + (-6.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-406.2881982007269,-31.698729810778076
"Phi","((-22.5)*A + (-11.0)*B*√3)-((9.0)*B + (-7.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-406.2881982007269,-19.019237886466854
"Gamma1","((-21.0)*A + (-11.0)*B*√3)+((-6.0)*B + (8.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-395.30743608719376,25.358983848622444
"Gamma2","((-24.0)*A + (-10.5)*B*√3)+((-7.5)*B + (8.0)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,-406.2881982007269,6.339745962155604
"Xi","((-18.0)*A + (-11.0)*B*√3)+((-3.0)*B + (10.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-373.34591186012744,88.75644347017858
"Delta","((-19.5)*A + (-11.0)*B*√3)+((-3.0)*B + (9.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-384.3266739736606,82.41669750802296
"Xi","((-19.5)*A + (-12.0)*B*√3)+((-3.0)*B + (10.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-406.28819820072687,95.0961894323342
"Phi","((-19.5)*A + (-12.0)*B*√3)+((-3.0)*B + (9.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-406.28819820072687,82.41669750802296
"Sigma","((-18.0)*A + (-12.0)*B*√3)+((-3.0)*B + (9.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-395.3074360871937,76.07695154586736
"Pi","((-19.5)*A + (-11.5)*B*√3)+((-4.5)*B + (8.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-395.30743608719376,50.7179676972449
"Phi","((-18.0)*A + (-11.5)*B*√3)+((-4.5)*B + (9.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-384.3266739736606,57.05771365940052
"Gamma1","((-16.5)*A + (-10.0)*B*√3)+((-3.0)*B + (8.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-340.4036255195279,69.73720558371174
"Gamma2","((-18.0)*A + (-10.5)*B*√3)+((-4.5)*B + (10.0)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,-362.3651497465943,69.73720558371174
"Psi","((-19.5)*A + (-13.5)*B*√3)+((-1.5)*B + (13.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-439.23048454132635,152.1539030917347
"Delta","((-21.0)*A + (-13.5)*B*√3)+((-1.5)*B + (13.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-450.2112466548595,145.8141571295791
"Pi","((-21.0)*A + (-14.5)*B*√3)+((-1.5)*B + (14.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-472.1727708819258,158.49364905389032
"Phi","((-21.0)*A + (-14.5)*B*√3)+((-1.5)*B + (13.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-472.1727708819258,145.8141571295791
"Sigma","((-19.5)*A + (-14.5)*B*√3)+((-1.5)*B + (12.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-461.19200876839267,139.47441116742348
"Psi","((-21.0)*A + (-14.0)*B*√3)+((-3.0)*B + (12.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-461.1920087683927,114.11542731880104
"Phi","((-19.5)*A + (-14.0)*B*√3)+((-3.0)*B + (12.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-450.21124665485956,120.45517328095664
"Gamma1","((-18.0)*A + (-12.5)*B*√3)+((-1.5)*B + (12.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-406.2881982007269,133.13466520526788
"Gamma2","((-19.5)*A + (-13.0)*B*√3)+((-3.0)*B + (13.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,-428.2497224277932,133.13466520526785
"Psi","((-13.5)*A + (-11.0)*B*√3)+((11.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-340.40362551952796,145.8141571295791
"Delta","((-15.0)*A + (-11.0)*B*√3)+((12.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-351.3843876330611,152.15390309173472
"Psi","((-13.5)*A + (-11.5)*B*√3)+((1.5)*B + (12.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-351.38438763306107,177.51288694035716
"Phi","((-15.0)*A + (-11.5)*B*√3)+((1.5)*B + (12.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-362.3651497465942,171.17314097820156
"Sigma","((-15.0)*A + (-11.5)*B*√3)+((1.5)*B + (11.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-362.3651497465942,158.49364905389032
"Pi","((-16.5)*A + (-12.0)*B*√3)+((11.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-384.32667397366055,145.8141571295791
"Phi","((-15.0)*A + (-12.0)*B*√3)+((11.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-373.3459118601274,139.47441116742348
"Gamma1","((-15.0)*A + (-10.5)*B*√3)+((-1.5)*B + (10.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-340.4036255195279,107.77568135664542
"Gamma2","((-13.5)*A + (-11.5)*B*√3)+((-1.5)*B + (11.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,-351.38438763306107,126.79491924311225
"Xi","((-13.5)*A + (-9.0)*B*√3)+((-3.0)*B + (7.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-296.48057706539527,57.057713659400505
"Delta","((-13.5)*A + (-9.0)*B*√3)+((-3.0)*B + (8.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-296.48057706539527,69.73720558371174
"Xi","((-12.0)*A + (-8.5)*B*√3)+((-1.5)*B + (8.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-274.519052838329,82.41669750802296
"Phi","((-13.5)*A + (-8.5)*B*√3)+((-1.5)*B + (8.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-285.49981495186216,88.75644347017858
"Sigma","((-15.0)*A + (-8.5)*B*√3)+((-1.5)*B + (8.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-296.4805770653953,82.41669750802296
"Pi","((-15.0)*A + (-9.5)*B*√3)+((-1.5)*B + (9.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-318.4421012924616,95.0961894323342
"Lambda","((-15.0)*A + (-9.5)*B*√3)+((-1.5)*B + (8.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-318.4421012924616,82.41669750802296
"Gamma1","((-16.5)*A + (-9.5)*B*√3)+((-4.5)*B + (7.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-329.42286340599475,38.038475772933666
"Gamma2","((-13.5)*A + (-10.0)*B*√3)+((-3.0)*B + (7.5)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,-318.4421012924616,57.057713659400505
"Psi","((-7.5)*A + (-7.0)*B*√3)+((6.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-208.63448015713004,82.41669750802296
"Delta","((-7.5)*A + (-7.0)*B*√3)+((7.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-208.63448015713004,95.09618943233419
"Psi","((-6.0)*A + (-6.5)*B*√3)+((1.5)*B + (7.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-186.6729559300637,107.77568135664542
"Phi","((-7.5)*A + (-6.5)*B*√3)+((1.5)*B + (7.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-197.65371804359685,114.11542731880103
"Sigma","((-9.0)*A + (-6.5)*B*√3)+((1.5)*B + (7.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-208.63448015713,107.77568135664542
"Psi","((-9.0)*A + (-7.5)*B*√3)+((1.5)*B + (8.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-230.59600438419633,120.45517328095664
"Phi","((-9.0)*A + (-7.5)*B*√3)+((1.5)*B + (7.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-230.59600438419633,107.77568135664542
"Gamma1","((-10.5)*A + (-7.5)*B*√3)+((-1.5)*B + (6.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-241.5767664977295,63.39745962155612
"Gamma2","((-7.5)*A + (-8.0)*B*√3)+((6.5)*A*√3)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,-230.59600438419633,82.41669750802296
"Psi","((-13.5)*A + (-7.5)*B*√3)+((-4.5)*B + (4.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-263.5382907247958,0.0
"Delta","((-12.0)*A + (-7.5)*B*√3)+((-4.5)*B + (5.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-252.55752861126265,6.339745962155611
"Psi","((-12.0)*A + (-6.5)*B*√3)-((4.5)*B + (-4.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-230.59600438419633,-6.339745962155618
"Phi","((-12.0)*A + (-6.5)*B*√3)+((-4.5)*B + (5.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-230.59600438419633,6.339745962155611
"Sigma","((-13.5)*A + (-6.5)*B*√3)+((-4.5)*B + (5.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-241.57676649772947,12.679491924311222
"Pi","((-12.0)*A + (-7.0)*B*√3)+((-3.0)*B + (6.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-241.57676649772952,38.03847577293368
"Phi","((-13.5)*A + (-7.0)*B*√3)+((-3.0)*B + (5.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-252.55752861126268,31.69872981077806
"Gamma1","((-15.0)*A + (-8.5)*B*√3)+((-4.5)*B + (6.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-296.4805770653953,19.01923788646684
"Gamma2","((-13.5)*A + (-8.0)*B*√3)+((-3.0)*B + (4.5)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,-274.51905283832895,19.01923788646684
"Pi","((-16.5)*A + (-9.0)*B*√3)+((-6.0)*B + (6.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-318.4421012924616,6.339745962155604
"Delta","((-18.0)*A + (-9.0)*B*√3)+((-6.0)*B + (7.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-329.4228634059948,12.679491924311222
"Theta","((-18.0)*A + (-9.5)*B*√3)+((-4.5)*B + (7.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-340.40362551952796,31.69872981077806
"Sigma","((-18.0)*A + (-9.5)*B*√3)+((-4.5)*B + (6.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-340.40362551952796,19.01923788646684
"Xi","((-19.5)*A + (-10.0)*B*√3)+((-6.0)*B + (6.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-362.3651497465943,6.339745962155604
"Phi","((-18.0)*A + (-10.0)*B*√3)+((-6.0)*B + (6.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-351.3843876330611,0.0
"Gamma1","((-18.0)*A + (-8.5)*B*√3)-((7.5)*B + (-5.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-318.44210129246164,-31.69872981077807
"Gamma2","((-16.5)*A + (-9.5)*B*√3)-((7.5)*B + (-6.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,-329.42286340599475,-12.679491924311236
"Psi","((-31.5)*A + (-7.0)*B*√3)-((21.0)*B + (3.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-384.3266739736606,-310.64755214562507
"Delta","((-30.0)*A + (-7.0)*B*√3)-((21.0)*B + (4.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-373.34591186012744,-316.98729810778065
"Psi","((-31.5)*A + (-6.5)*B*√3)-((22.5)*B + (4.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-373.3459118601274,-342.3462819564031
"Phi","((-30.0)*A + (-6.5)*B*√3)-((22.5)*B + (4.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-362.3651497465942,-336.0065359942475
"Sigma","((-30.0)*A + (-6.5)*B*√3)-((22.5)*B + (3.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-362.3651497465942,-323.3270440699363
"Psi","((-28.5)*A + (-6.0)*B*√3)-((21.0)*B + (3.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-340.4036255195279,-310.64755214562507
"Phi","((-30.0)*A + (-6.0)*B*√3)-((21.0)*B + (3.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-351.38438763306107,-304.30780618346944
"Gamma1","((-30.0)*A + (-7.5)*B*√3)-((19.5)*B + (2.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-384.32667397366055,-272.6090763726914
"Gamma2","((-31.5)*A + (-6.5)*B*√3)-((19.5)*B + (3.5)*A*√3)*i",-90,0.0,-1.0,1.0,0.0,-373.3459118601274,-291.62831425915823
"Xi","((-31.5)*A + (-9.0)*B*√3)-((18.0)*B + (-0.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-428.2497224277932,-221.89110867544647
"Delta","((-31.5)*A + (-9.0)*B*√3)-((18.0)*B + (0.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-428.2497224277932,-234.57060059975768
"Xi","((-33.0)*A + (-9.5)*B*√3)-((19.5)*B)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-450.2112466548595,-247.25009252406892
"Phi","((-31.5)*A + (-9.5)*B*√3)-((19.5)*B + (0.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-439.23048454132635,-253.58983848622452
"Sigma","((-30.0)*A + (-9.5)*B*√3)-((19.5)*B)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-428.2497224277932,-247.25009252406892
"Pi","((-30.0)*A + (-8.5)*B*√3)-((19.5)*B + (1.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-406.2881982007269,-259.9295844483801
"Phi","((-30.0)*A + (-8.5)*B*√3)-((19.5)*B)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-406.2881982007269,-247.25009252406892
"Gamma1","((-28.5)*A + (-8.5)*B*√3)-((16.5)*B + (-0.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-395.30743608719376,-202.87187078897963
"Gamma2","((-31.5)*A + (-8.0)*B*√3)-((18.0)*B + (-0.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,-406.28819820072687,-221.89110867544647
"Psi","((-37.5)*A + (-11.0)*B*√3)-((21.0)*B + (-1.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-516.0958193360585,-247.25009252406892
"Delta","((-37.5)*A + (-11.0)*B*√3)-((21.0)*B + (-0.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-516.0958193360585,-259.9295844483801
"Psi","((-39.0)*A + (-11.5)*B*√3)-((22.5)*B + (-1.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-538.0573435631248,-272.6090763726914
"Phi","((-37.5)*A + (-11.5)*B*√3)-((22.5)*B + (-0.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-527.0765814495917,-278.94882233484697
"Sigma","((-36.0)*A + (-11.5)*B*√3)-((22.5)*B + (-1.0)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-516.0958193360585,-272.6090763726914
"Psi","((-36.0)*A + (-10.5)*B*√3)-((22.5)*B)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-494.1342951089922,-285.2885682970026
"Phi","((-36.0)*A + (-10.5)*B*√3)-((22.5)*B + (-1.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-494.1342951089922,-272.6090763726914
"Gamma1","((-34.5)*A + (-10.5)*B*√3)-((19.5)*B + (-1.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-483.153532995459,-228.23085463760208
"Gamma2","((-37.5)*A + (-10.0)*B*√3)-((21.0)*B + (-1.5)*A*√3)*i",-150,-0.8660254037844386,-0.5,0.5,-0.8660254037844386,-494.1342951089922,-247.25009252406892
"Psi","((-31.5)*A + (-10.5)*B*√3)-((16.5)*B + (-3.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-461.19200876839267,-164.83339501604596
"Delta","((-33.0)*A + (-10.5)*B*√3)-((16.5)*B + (-3.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-472.1727708819258,-171.17314097820156
"Psi","((-33.0)*A + (-11.5)*B*√3)-((16.5)*B + (-4.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-494.13429510899215,-158.49364905389035
"Phi","((-33.0)*A + (-11.5)*B*√3)-((16.5)*B + (-3.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-494.13429510899215,-171.17314097820156
"Sigma","((-31.5)*A + (-11.5)*B*√3)-((16.5)*B + (-2.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-483.153532995459,-177.51288694035716
"Pi","((-33.0)*A + (-11.0)*B*√3)-((18.0)*B + (-2.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-483.15353299545905,-202.87187078897963
"Phi","((-31.5)*A + (-11.0)*B*√3)-((18.0)*B + (-2.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-472.1727708819259,-196.532124826824
"Gamma1","((-30.0)*A + (-9.5)*B*√3)-((16.5)*B + (-2.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-428.2497224277932,-183.8526329025128
"Gamma2","((-31.5)*A + (-10.0)*B*√3)-((18.0)*B + (-3.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,-450.2112466548595,-183.8526329025128
"Xi","((-25.5)*A + (-8.0)*B*√3)-((15.0)*B + (-1.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-362.3651497465942,-171.17314097820156
"Delta","((-27.0)*A + (-8.0)*B*√3)-((15.0)*B + (-2.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-373.3459118601274,-164.83339501604596
"Xi","((-25.5)*A + (-8.5)*B*√3)-((13.5)*B + (-2.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-373.34591186012744,-139.47441116742348
"Phi","((-27.0)*A + (-8.5)*B*√3)-((13.5)*B + (-2.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-384.3266739736606,-145.81415712957912
"Sigma","((-27.0)*A + (-8.5)*B*√3)-((13.5)*B + (-1.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-384.3266739736606,-158.49364905389032
"Pi","((-28.5)*A + (-9.0)*B*√3)-((15.0)*B + (-1.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-406.28819820072687,-171.17314097820156
"Lambda","((-27.0)*A + (-9.0)*B*√3)-((15.0)*B + (-1.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-395.3074360871937,-177.51288694035716
"Gamma1","((-27.0)*A + (-7.5)*B*√3)-((16.5)*B)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-362.3651497465942,-209.21161675113524
"Gamma2","((-25.5)*A + (-8.5)*B*√3)-((16.5)*B + (-1.5)*A*√3)*i",90,0.0,1.0,-1.0,0.0,-373.34591186012744,-190.1923788646684
"Psi","((-21.0)*A + (-8.5)*B*√3)-((10.5)*B + (-4.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-340.40362551952796,-82.41669750802298
"Delta","((-22.5)*A + (-8.5)*B*√3)-((10.5)*B + (-4.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-351.3843876330611,-76.07695154586736
"Xi","((-21.0)*A + (-9.0)*B*√3)-((9.0)*B + (-5.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-351.3843876330611,-50.71796769724491
"Phi","((-22.5)*A + (-9.0)*B*√3)-((9.0)*B + (-4.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-362.3651497465943,-57.05771365940052
"Sigma","((-22.5)*A + (-9.0)*B*√3)-((9.0)*B + (-3.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-362.3651497465943,-69.73720558371176
"Psi","((-24.0)*A + (-9.5)*B*√3)-((10.5)*B + (-4.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-384.3266739736606,-82.41669750802298
"Phi","((-22.5)*A + (-9.5)*B*√3)-((10.5)*B + (-3.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-373.34591186012744,-88.7564434701786
"Gamma1","((-22.5)*A + (-8.0)*B*√3)-((12.0)*B + (-2.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-340.40362551952796,-120.45517328095666
"Gamma2","((-21.0)*A + (-9.0)*B*√3)-((12.0)*B + (-4.0)*A*√3)*i",90,0.0,1.0,-1.0,0.0,-351.3843876330611,-101.43593539448982
"Psi","((-21.0)*A + (-6.5)*B*√3)-((13.5)*B)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-296.4805770653953,-171.17314097820156
"Delta","((-21.0)*A + (-6.5)*B*√3)-((13.5)*B + (-1.0)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-296.4805770653953,-158.49364905389032
"Psi","((-19.5)*A + (-6.0)*B*√3)-((12.0)*B + (-0.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-274.519052838329,-145.81415712957912
"Phi","((-21.0)*A + (-6.0)*B*√3)-((12.0)*B + (-1.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-285.49981495186216,-139.47441116742348
"Sigma","((-22.5)*A + (-6.0)*B*√3)-((12.0)*B + (-0.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-296.4805770653953,-145.81415712957912
"Pi","((-22.5)*A + (-7.0)*B*√3)-((12.0)*B + (-1.5)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-318.44210129246164,-133.13466520526788
"Phi","((-22.5)*A + (-7.0)*B*√3)-((12.0)*B + (-0.5)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-318.44210129246164,-145.81415712957912
"Gamma1","((-24.0)*A + (-7.0)*B*√3)-((15.0)*B)*i",0,1.0,0.0,0.0,1.0,-329.4228634059948,-190.1923788646684
"Gamma2","((-21.0)*A + (-7.5)*B*√3)-((13.5)*B)*i",30,0.8660254037844386,0.5,-0.5,0.8660254037844386,-318.44210129246164,-171.17314097820156
"Pi","((-25.5)*A + (-6.5)*B*√3)-((16.5)*B + (0.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-329.42286340599475,-215.55136271329084
"Delta","((-27.0)*A + (-6.5)*B*√3)-((16.5)*B + (1.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-340.4036255195279,-221.89110867544647
"Theta","((-27.0)*A + (-7.5)*B*√3)-((16.5)*B + (1.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-362.3651497465942,-221.89110867544647
"Sigma","((-25.5)*A + (-7.5)*B*√3)-((16.5)*B + (1.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-351.38438763306107,-228.23085463760208
"Xi","((-27.0)*A + (-7.0)*B*√3)-((18.0)*B + (2.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-351.3843876330611,-253.58983848622452
"Phi","((-25.5)*A + (-7.0)*B*√3)-((18.0)*B + (1.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-340.40362551952796,-247.25009252406892
"Gamma1","((-24.0)*A + (-5.5)*B*√3)-((16.5)*B + (2.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-296.4805770653953,-234.57060059975768
"Gamma2","((-25.5)*A + (-6.0)*B*√3)-((18.0)*B + (0.5)*A*√3)*i",150,-0.8660254037844386,0.5,-0.5,-0.8660254037844386,-318.4421012924616,-234.57060059975768
"Psi","((-18.0)*A + (2.0)*B*√3)-((21.0)*B + (13.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-87.84609690826528,-431.1027254265817
"Delta","((-16.5)*A + (2.0)*B*√3)-((21.0)*B + (12.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-76.86533479473212,-424.76297946442605
"Pi","((-16.5)*A + (3.0)*B*√3)-((21.0)*B + (13.5)*A*√3)*i",-120,-0.5,-0.8660254037844386,0.8660254037844386,-0.5,-54.9038105676658,-437.4424713887373
"Phi","((-16.5)*A + (3.0)*B*√3)-((21.0)*B + (12.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-54.9038105676658,-424.76297946442605
"Sigma","((-18.0)*A + (3.0)*B*√3)-((21.0)*B + (12.0)*A*√3)*i",0,1.0,0.0,0.0,1.0,-65.88457268119897,-418.4232335022705
"Psi","((-16.5)*A + (2.5)*B*√3)-((19.5)*B + (11.5)*A*√3)*i",0,1.0,0.0,0.0,1.0,-65.88457268119896,-393.064249653648
"Phi","((-18.0)*A + (2.5)*B*√3)-((19.5)*B + (12.0)*A*√3)*i",60,0.5,0.8660254037844386,-0.8660254037844386,0.5,-76.86533479473212,-399.40399561580364
"Gamma1","((-19.5)*A + (1.0)*B*√3)-((21.0)*B + (11.5)*A*√3)*i",-60,0.5,-0.8660254037844386,0.8660254037844386,0.5,-120.78838324886476,-412.08348754011485
"Gamma2","((-18.0)*A + (1.5)*B*√3)-((19.5)*B + (13.0)*A*√3)*i",-30,0.8660254037844386,-0.5,0.5,0.8660254037844386,-98.82685902179844,-412.08348754011485
"Xi","((-24.0)*A + (-0.5)*B*√3)-((22.5)*B + (11.0)*A*√3)*i",120,-0.5,0.8660254037844386,-0.8660254037844386,-0.5,-186.67295593006372,-424.76297946442605
"Delta","((-22.5)*A + (-0.5)*B*√3)-((22.5)*B + (11.5)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-175.69219381653056,-431.1027254265817
"Xi","((-24.0)*A)-((24.0)*B + (12.0)*A*√3)*i",180,-1.0,0.0,0.0,-1.0,-175.69219381653056,-456.46170927520416
